2019-11-28 11:32:52.096847,998.0
2019-11-28 11:32:52.099847,998.0
2019-11-28 11:32:52.102847,1162.0
2019-11-28 11:32:52.105847,991.0
2019-11-28 11:32:52.108847,1051.0
2019-11-28 11:32:52.111847,932.0
2019-11-28 11:32:52.114847,932.0
2019-11-28 11:32:52.117847,993.0
2019-11-28 11:32:52.120847,1054.0
2019-11-28 11:32:52.123847,967.0
2019-11-28 11:32:52.126847,967.0
2019-11-28 11:32:52.129847,875.0
2019-11-28 11:32:52.132847,747.0
2019-11-28 11:32:52.135847,867.0
2019-11-28 11:32:52.138847,867.0
2019-11-28 11:32:52.141847,1112.0
2019-11-28 11:32:52.144847,1074.0
2019-11-28 11:32:52.147847,1542.0
2019-11-28 11:32:52.150847,1542.0
2019-11-28 11:32:52.153847,1000.0
2019-11-28 11:32:52.156847,715.0
2019-11-28 11:32:52.159847,877.0
2019-11-28 11:32:52.162847,877.0
2019-11-28 11:32:52.165847,1086.0
2019-11-28 11:32:52.168847,950.0
2019-11-28 11:32:52.171847,881.0
2019-11-28 11:32:52.174847,1176.0
2019-11-28 11:32:52.177847,1176.0
2019-11-28 11:32:52.180847,972.0
2019-11-28 11:32:52.183847,997.0
2019-11-28 11:32:52.186847,1056.0
2019-11-28 11:32:52.189847,1056.0
2019-11-28 11:32:52.192847,950.0
2019-11-28 11:32:52.195847,1214.0
2019-11-28 11:32:52.198847,846.0
2019-11-28 11:32:52.201847,846.0
2019-11-28 11:32:52.204847,774.0
2019-11-28 11:32:52.207847,900.0
2019-11-28 11:32:52.210847,1182.0
2019-11-28 11:32:52.213847,1182.0
2019-11-28 11:32:52.216847,1037.0
2019-11-28 11:32:52.219847,1126.0
2019-11-28 11:32:52.222847,1359.0
2019-11-28 11:32:52.225847,758.0
2019-11-28 11:32:52.228847,758.0
2019-11-28 11:32:52.231847,779.0
2019-11-28 11:32:52.234847,786.0
2019-11-28 11:32:52.237847,903.0
2019-11-28 11:32:52.240847,903.0
2019-11-28 11:32:52.243847,1151.0
2019-11-28 11:32:52.246847,1101.0
2019-11-28 11:32:52.249847,1128.0
2019-11-28 11:32:52.252847,1128.0
2019-11-28 11:32:52.255847,981.0
2019-11-28 11:32:52.258847,913.0
2019-11-28 11:32:52.261847,720.0
2019-11-28 11:32:52.264847,720.0
2019-11-28 11:32:52.267847,763.0
2019-11-28 11:32:52.270847,912.0
2019-11-28 11:32:52.273847,765.0
2019-11-28 11:32:52.276847,765.0
2019-11-28 11:32:52.279847,1573.0
2019-11-28 11:32:52.282847,1361.0
2019-11-28 11:32:52.285847,1481.0
2019-11-28 11:32:52.288847,1018.0
2019-11-28 11:32:52.291847,1018.0
2019-11-28 11:32:52.294847,669.0
2019-11-28 11:32:52.297847,1109.0
2019-11-28 11:32:52.300847,642.0
2019-11-28 11:32:52.303847,642.0
2019-11-28 11:32:52.306847,1324.0
2019-11-28 11:32:52.309847,862.0
2019-11-28 11:32:52.312847,1018.0
2019-11-28 11:32:52.315847,1018.0
2019-11-28 11:32:52.318847,1451.0
2019-11-28 11:32:52.321847,773.0
2019-11-28 11:32:52.324847,903.0
2019-11-28 11:32:52.327847,903.0
2019-11-28 11:32:52.330847,928.0
2019-11-28 11:32:52.333847,973.0
2019-11-28 11:32:52.336847,1116.0
2019-11-28 11:32:52.339847,1467.0
